Train No,개화,김포공항,공항시장,신방화,마곡나루,양천향교,가양,증미,등촌,염창,신목동,선유도,당산,국회의사당,여의도,샛강,노량진,노들,흑석,동작,구반포,신반포,고속터미널,사평,신논현,언주,선정릉,삼성중앙,봉은사,종합운동장,
C9109,00:00:00,14:54:35,14:52:35,14:50:40,14:48:25,14:45:40,14:43:10,14:38:55,14:36:50,14:34:45,14:32:40,14:30:20,14:28:05,14:25:30,14:23:35,14:21:40,14:19:15,14:17:05,14:15:00,14:12:25,14:08:00,14:06:10,14:04:25,14:02:10,13:59:50,13:57:30,13:55:30,13:53:30,13:51:30,13:49:05,
E9593,,00:00:00,,,,,14:30:55,,,14:27:00,,,14:22:45,,14:19:10,,14:16:05,,,14:11:35,,,14:08:10,,14:05:05,,14:02:15,,13:59:40,13:57:15,
C9111,00:00:00,15:06:15,15:04:15,15:02:20,15:00:05,14:57:20,14:54:50,14:50:35,14:48:30,14:46:25,14:44:20,14:42:00,14:39:45,14:37:10,14:35:15,14:33:20,14:30:55,14:28:45,14:26:40,14:24:05,14:19:40,14:17:50,14:16:05,14:13:50,14:11:35,14:09:15,14:07:20,14:05:20,14:03:25,14:01:05,
E9595,,00:00:00,,,,,14:42:15,,,14:38:25,,,14:34:15,,14:30:45,,14:27:45,,,14:23:15,,,14:19:40,,14:16:30,,14:13:35,,14:10:55,14:08:25,
C9113,00:00:00,15:17:15,15:15:15,15:13:20,15:11:05,15:08:20,15:05:50,15:01:35,14:59:30,14:57:25,14:55:20,14:53:00,14:50:45,14:48:10,14:46:15,14:44:20,14:41:55,14:39:45,14:37:40,14:35:05,14:30:40,14:28:50,14:27:05,14:24:50,14:22:35,14:20:15,14:18:20,14:16:20,14:14:25,14:12:05,
E9597,,00:00:00,,,,,14:53:55,,,14:49:55,,,14:45:30,,14:41:50,,14:38:40,,,14:34:05,,,14:30:35,,14:27:25,,14:24:30,,14:21:50,14:19:20,
C9115,00:00:00,15:28:15,15:26:15,15:24:20,15:22:05,15:19:20,15:16:50,15:12:35,15:10:30,15:08:25,15:06:20,15:04:00,15:01:45,14:59:10,14:57:15,14:55:20,14:52:55,14:50:45,14:48:40,14:46:05,14:41:40,14:39:50,14:38:05,14:35:50,14:33:35,14:31:15,14:29:20,14:27:20,14:25:25,14:23:05,
E9599,,00:00:00,,,,,15:04:55,,,15:00:55,,,14:56:30,,14:52:50,,14:49:40,,,14:45:05,,,14:41:35,,14:38:25,,14:35:30,,14:32:50,14:30:20,
C9117,00:00:00,15:39:15,15:37:15,15:35:20,15:33:05,15:30:20,15:27:50,15:23:35,15:21:30,15:19:25,15:17:20,15:15:00,15:12:45,15:10:10,15:08:15,15:06:20,15:03:55,15:01:45,14:59:40,14:57:05,14:52:40,14:50:50,14:49:05,14:46:50,14:44:35,14:42:15,14:40:20,14:38:20,14:36:25,14:34:05,
E9601,,00:00:00,,,,,15:15:55,,,15:11:55,,,15:07:30,,15:03:50,,15:00:40,,,14:56:05,,,14:52:35,,14:49:25,,14:46:30,,14:43:50,14:41:20,
C9119,00:00:00,15:50:15,15:48:15,15:46:20,15:44:05,15:41:20,15:38:50,15:34:35,15:32:30,15:30:25,15:28:20,15:26:00,15:23:45,15:21:10,15:19:15,15:17:20,15:14:55,15:12:45,15:10:40,15:08:05,15:03:40,15:01:50,15:00:05,14:57:50,14:55:35,14:53:15,14:51:20,14:49:20,14:47:25,14:45:05,
E9603,,00:00:00,,,,,15:26:55,,,15:22:55,,,15:18:30,,15:14:50,,15:11:40,,,15:07:05,,,15:03:35,,15:00:25,,14:57:30,,14:54:50,14:52:20,
C9121,00:00:00,16:01:15,15:59:15,15:57:20,15:55:05,15:52:20,15:49:50,15:45:35,15:43:30,15:41:25,15:39:20,15:37:00,15:34:45,15:32:10,15:30:15,15:28:20,15:25:55,15:23:45,15:21:40,15:19:05,15:14:40,15:12:50,15:11:05,15:08:50,15:06:35,15:04:15,15:02:20,15:00:20,14:58:25,14:56:05,
E9605,,00:00:00,,,,,15:37:55,,,15:33:55,,,15:29:30,,15:25:50,,15:22:40,,,15:18:05,,,15:14:35,,15:11:25,,15:08:30,,15:05:50,15:03:20,
C9123,00:00:00,16:12:15,16:10:15,16:08:20,16:06:05,16:03:20,16:00:50,15:56:35,15:54:30,15:52:25,15:50:20,15:48:00,15:45:45,15:43:10,15:41:15,15:39:20,15:36:55,15:34:45,15:32:40,15:30:05,15:25:40,15:23:50,15:22:05,15:19:50,15:17:35,15:15:15,15:13:20,15:11:20,15:09:25,15:07:05,
E9607,,00:00:00,,,,,15:48:55,,,15:44:55,,,15:40:30,,15:36:50,,15:33:40,,,15:29:05,,,15:25:35,,15:22:25,,15:19:30,,15:16:50,15:14:20,
C9125,00:00:00,16:23:15,16:21:15,16:19:20,16:17:05,16:14:20,16:11:50,16:07:35,16:05:30,16:03:25,16:01:20,15:59:00,15:56:45,15:54:10,15:52:15,15:50:20,15:47:55,15:45:45,15:43:40,15:41:05,15:36:40,15:34:50,15:33:05,15:30:50,15:28:35,15:26:15,15:24:20,15:22:20,15:20:25,15:18:05,
E9609,,00:00:00,,,,,15:59:55,,,15:55:55,,,15:51:30,,15:47:50,,15:44:40,,,15:40:05,,,15:36:35,,15:33:25,,15:30:30,,15:27:50,15:25:20,
C9127,00:00:00,16:34:15,16:32:15,16:30:20,16:28:05,16:25:20,16:22:50,16:18:35,16:16:30,16:14:25,16:12:20,16:10:00,16:07:45,16:05:10,16:03:15,16:01:20,15:58:55,15:56:45,15:54:40,15:52:05,15:47:40,15:45:50,15:44:05,15:41:50,15:39:35,15:37:15,15:35:20,15:33:20,15:31:25,15:29:05,
E9611,,00:00:00,,,,,16:10:55,,,16:06:55,,,16:02:30,,15:58:50,,15:55:40,,,15:51:05,,,15:47:35,,15:44:25,,15:41:30,,15:38:50,15:36:20,
C9129,00:00:00,16:45:45,16:43:45,16:41:50,16:39:35,16:36:50,16:34:20,16:30:05,16:28:00,16:25:55,16:23:50,16:21:30,16:19:10,16:16:35,16:14:35,16:12:40,16:10:15,16:08:05,16:06:00,16:03:25,15:59:00,15:57:10,15:55:20,15:53:05,15:50:45,15:48:25,15:46:25,15:44:25,15:42:25,15:40:05,
E9613,,00:00:00,,,,,16:21:55,,,16:18:00,,,16:13:45,,16:10:10,,16:07:05,,,16:02:35,,,15:59:10,,15:56:05,,15:53:15,,15:50:40,15:48:15,
C9131,00:00:00,16:57:15,16:55:15,16:53:20,16:51:05,16:48:20,16:45:50,16:41:35,16:39:30,16:37:25,16:35:20,16:33:00,16:30:45,16:28:10,16:26:15,16:24:20,16:21:55,16:19:45,16:17:40,16:15:05,16:10:40,16:08:50,16:07:05,16:04:50,16:02:35,16:00:15,15:58:20,15:56:20,15:54:25,15:52:05,
E9615,,00:00:00,,,,,16:33:25,,,16:29:30,,,16:25:15,,16:21:40,,16:18:35,,,16:14:05,,,16:10:30,,16:07:15,,16:04:25,,16:01:50,15:59:15,
C9133,00:00:00,17:08:15,17:06:15,17:04:20,17:02:05,16:59:20,16:56:50,16:52:35,16:50:30,16:48:25,16:46:20,16:44:00,16:41:45,16:39:10,16:37:15,16:35:20,16:32:55,16:30:45,16:28:40,16:26:05,16:21:40,16:19:50,16:18:05,16:15:50,16:13:35,16:11:15,16:09:20,16:07:20,16:05:25,16:03:05,
E9617,,00:00:00,,,,,16:44:55,,,16:40:50,,,16:36:30,,16:32:45,,16:29:35,,,16:25:05,,,16:21:30,,16:18:20,,16:15:25,,16:12:45,16:10:15,
C9135,00:00:00,17:20:40,17:18:25,17:16:15,17:13:45,17:10:45,17:08:15,17:04:00,17:01:55,16:59:50,16:57:45,16:55:25,16:53:10,16:50:35,16:48:40,16:46:45,16:44:20,16:42:10,16:40:05,16:37:30,16:33:05,16:31:15,16:29:25,16:27:10,16:24:50,16:22:30,16:20:30,16:18:30,16:16:30,16:14:05,
E9619,,00:00:00,,,,,16:55:55,,,16:52:00,,,16:47:45,,16:44:10,,16:41:05,,,16:36:35,,,16:33:10,,16:30:05,,16:27:15,,16:24:40,16:22:15,
C9137,00:00:00,17:31:15,17:29:15,17:27:20,17:25:05,17:22:20,17:19:50,17:15:35,17:13:30,17:11:25,17:09:20,17:07:00,17:04:45,17:02:10,17:00:15,16:58:20,16:55:55,16:53:45,16:51:40,16:49:05,16:44:40,16:42:50,16:41:05,16:38:50,16:36:35,16:34:15,16:32:20,16:30:20,16:28:25,16:26:05,
E9621,,00:00:00,,,,,17:07:20,,,17:03:25,,,16:59:15,,16:55:40,,16:52:35,,,16:48:05,,,16:44:35,,16:41:25,,16:38:30,,16:35:50,16:33:20,
C9139,00:00:00,17:42:25,17:40:25,17:38:30,17:36:15,17:33:30,17:31:00,17:26:45,17:24:40,17:22:30,17:20:25,17:18:05,17:15:50,17:13:15,17:11:15,17:09:20,17:06:55,17:04:45,17:02:40,17:00:05,16:55:40,16:53:50,16:52:05,16:49:50,16:47:35,16:45:15,16:43:20,16:41:15,16:39:20,16:37:00,
E9623,,00:00:00,,,,,17:18:55,,,17:14:50,,,17:10:25,,17:06:45,,17:03:35,,,16:59:05,,,16:55:35,,16:52:25,,16:49:30,,16:46:50,16:44:20,
C9141,00:00:00,17:53:25,17:51:25,17:49:30,17:47:15,17:44:30,17:42:00,17:37:45,17:35:40,17:33:35,17:31:30,17:29:10,17:26:55,17:24:20,17:22:25,17:20:30,17:18:05,17:15:55,17:13:50,17:11:15,17:06:50,17:05:00,17:03:15,17:01:00,16:58:45,16:56:25,16:54:30,16:52:30,16:50:35,16:48:15,
E9625,,00:00:00,,,,,17:30:05,,,17:26:00,,,17:21:35,,17:17:55,,17:14:45,,,17:10:15,,,17:06:45,,17:03:30,,17:00:35,,16:57:50,16:55:20,
C9143,00:00:00,18:04:25,18:02:25,18:00:30,17:58:15,17:55:30,17:53:00,17:48:45,17:46:40,17:44:35,17:42:30,17:40:10,17:37:55,17:35:20,17:33:20,17:31:25,17:28:55,17:26:45,17:24:40,17:22:05,17:17:40,17:15:50,17:14:05,17:11:50,17:09:35,17:07:15,17:05:20,17:03:20,17:01:25,16:59:05,
E9627,,00:00:00,,,,,17:41:05,,,17:37:00,,,17:32:35,,17:28:55,,17:25:45,,,17:21:15,,,17:17:45,,17:14:30,,17:11:35,,17:08:50,17:06:20,
C9145,00:00:00,18:15:25,18:13:25,18:11:30,18:09:15,18:06:30,18:04:00,17:59:45,17:57:40,17:55:35,17:53:30,17:51:10,17:48:55,17:46:20,17:44:20,17:42:25,17:39:55,17:37:45,17:35:40,17:33:05,17:28:40,17:26:50,17:25:05,17:22:50,17:20:35,17:18:15,17:16:20,17:14:20,17:12:25,17:10:05,
E9629,,00:00:00,,,,,17:52:05,,,17:48:00,,,17:43:35,,17:39:55,,17:36:45,,,17:32:15,,,17:28:45,,17:25:30,,17:22:35,,17:19:50,17:17:20,
C9147,00:00:00,18:26:25,18:24:25,18:22:30,18:20:15,18:17:30,18:15:00,18:10:45,18:08:40,18:06:35,18:04:30,18:02:10,17:59:55,17:57:20,17:55:20,17:53:25,17:50:55,17:48:45,17:46:40,17:44:05,17:39:40,17:37:50,17:36:05,17:33:50,17:31:35,17:29:15,17:27:20,17:25:20,17:23:25,17:21:05,
E9631,,00:00:00,,,,,18:03:05,,,17:59:00,,,17:54:35,,17:50:55,,17:47:45,,,17:43:15,,,17:39:45,,17:36:30,,17:33:35,,17:30:50,17:28:20,
C9149,00:00:00,18:37:25,18:35:25,18:33:30,18:31:15,18:28:30,18:26:00,18:21:45,18:19:40,18:17:35,18:15:30,18:13:10,18:10:55,18:08:20,18:06:20,18:04:25,18:01:55,17:59:45,17:57:40,17:55:05,17:50:40,17:48:50,17:47:05,17:44:50,17:42:35,17:40:15,17:38:20,17:36:20,17:34:25,17:32:05,
E9633,,00:00:00,,,,,18:14:05,,,18:10:00,,,18:05:35,,18:01:55,,17:58:45,,,17:54:15,,,17:50:45,,17:47:30,,17:44:35,,17:41:50,17:39:20,
C9151,00:00:00,18:48:25,18:46:25,18:44:30,18:42:15,18:39:30,18:37:00,18:32:45,18:30:40,18:28:35,18:26:30,18:24:10,18:21:55,18:19:20,18:17:20,18:15:25,18:12:55,18:10:45,18:08:40,18:06:05,18:01:40,17:59:50,17:58:05,17:55:50,17:53:35,17:51:15,17:49:20,17:47:20,17:45:25,17:43:05,
E9635,,00:00:00,,,,,18:25:05,,,18:21:00,,,18:16:35,,18:12:55,,18:09:45,,,18:05:15,,,18:01:45,,17:58:30,,17:55:35,,17:52:50,17:50:20,
C9153,00:00:00,18:59:35,18:57:35,18:55:40,18:53:25,18:50:40,18:48:10,18:43:55,18:41:50,18:39:50,18:37:45,18:35:30,18:33:15,18:30:40,18:28:40,18:26:45,18:24:15,18:22:05,18:20:00,18:17:25,18:13:00,18:11:10,18:09:20,18:07:05,18:04:45,18:02:25,18:00:25,17:58:25,17:56:25,17:54:05,
C9155,00:00:00,19:06:55,19:04:55,19:03:00,19:00:45,18:58:00,18:55:30,18:51:15,18:49:10,18:47:05,18:45:00,18:42:40,18:40:25,18:37:50,18:35:55,18:34:00,18:29:10,18:26:45,18:24:30,18:21:35,18:19:10,18:17:10,18:15:05,18:12:50,18:08:30,18:06:10,18:04:15,18:02:15,18:00:20,17:58:00,
E9637,,00:00:00,,,,,18:36:05,,,18:32:10,,,18:27:55,,18:24:15,,18:21:05,,,18:16:35,,,18:13:10,,18:09:55,,18:06:55,,18:04:05,18:01:30,
C9157,00:00:00,19:15:30,19:13:30,19:11:35,19:09:20,19:06:35,19:04:05,18:59:50,18:57:45,18:55:40,18:53:35,18:51:15,18:49:00,18:46:25,18:44:30,18:42:35,18:38:05,18:35:55,18:33:50,18:31:15,18:29:00,18:27:10,18:25:25,18:23:10,18:18:30,18:15:50,18:13:15,18:10:55,18:08:40,18:06:00,
E9639,,00:00:00,,,,,18:47:15,,,18:42:25,,,18:38:05,,18:34:35,,18:31:35,,,18:27:05,,,18:23:30,,18:20:20,,18:17:25,,18:14:45,18:12:15,
C9159,00:00:00,19:23:30,19:21:30,19:19:35,19:17:20,19:14:35,19:12:05,19:07:50,19:05:45,19:03:35,19:01:30,18:59:10,18:56:50,18:54:15,18:52:15,18:50:20,18:45:50,18:43:40,18:41:35,18:39:00,18:36:45,18:34:55,18:33:10,18:30:55,18:26:35,18:24:15,18:22:20,18:20:20,18:18:25,18:16:05,
E9641,,00:00:00,,,,,18:54:35,,,18:50:40,,,18:46:25,,18:42:55,,18:39:45,,,18:34:55,,,18:31:15,,18:28:05,,18:25:15,,18:22:40,18:20:15,
C9161,00:00:00,19:31:30,19:29:30,19:27:35,19:25:20,19:22:35,19:20:05,19:15:50,19:13:45,19:11:35,19:09:30,19:07:10,19:04:50,19:02:15,19:00:15,18:58:20,18:53:50,18:51:40,18:49:35,18:47:00,18:44:45,18:42:55,18:41:10,18:38:55,18:34:35,18:32:15,18:30:20,18:28:20,18:26:25,18:24:05,
E9643,,00:00:00,,,,,19:03:10,,,18:59:00,,,18:54:25,,18:50:40,,18:47:30,,,18:42:50,,,18:39:15,,18:36:10,,18:33:20,,18:30:45,18:28:15,
C9163,00:00:00,19:39:30,19:37:30,19:35:35,19:33:20,19:30:35,19:28:05,19:23:50,19:21:45,19:19:35,19:17:30,19:15:10,19:12:50,19:10:15,19:08:15,19:06:20,19:01:50,18:59:40,18:57:35,18:55:00,18:52:45,18:50:55,18:49:10,18:46:55,18:42:35,18:40:15,18:38:20,18:36:20,18:34:25,18:32:05,
E9645,,00:00:00,,,,,19:11:10,,,19:07:00,,,19:02:25,,18:58:40,,18:55:30,,,18:50:50,,,18:47:15,,18:44:10,,18:41:20,,18:38:45,18:36:15,
C9165,00:00:00,19:47:30,19:45:30,19:43:35,19:41:20,19:38:35,19:36:05,19:31:50,19:29:45,19:27:35,19:25:30,19:23:10,19:20:50,19:18:15,19:16:15,19:14:20,19:09:50,19:07:40,19:05:35,19:03:00,19:00:45,18:58:55,18:57:10,18:54:55,18:50:35,18:48:15,18:46:20,18:44:20,18:42:25,18:40:05,
E9647,,00:00:00,,,,,19:19:10,,,19:15:00,,,19:10:25,,19:06:40,,19:03:30,,,18:58:50,,,18:55:15,,18:52:10,,18:49:20,,18:46:45,18:44:15,
C9167,00:00:00,19:55:30,19:53:30,19:51:35,19:49:20,19:46:35,19:44:05,19:39:50,19:37:45,19:35:35,19:33:30,19:31:10,19:28:50,19:26:15,19:24:15,19:22:20,19:17:50,19:15:40,19:13:35,19:11:00,19:08:45,19:06:55,19:05:10,19:02:55,18:58:35,18:56:15,18:54:20,18:52:20,18:50:25,18:48:05,
E9649,,00:00:00,,,,,19:27:10,,,19:23:00,,,19:18:25,,19:14:40,,19:11:30,,,19:06:50,,,19:03:15,,19:00:10,,18:57:20,,18:54:45,18:52:15,
C9169,00:00:00,20:04:00,20:01:50,19:59:45,19:57:20,19:54:35,19:52:05,19:47:50,19:45:45,19:43:35,19:41:30,19:39:10,19:36:50,19:34:15,19:32:15,19:30:20,19:25:50,19:23:40,19:21:35,19:19:00,19:16:45,19:14:55,19:13:10,19:10:55,19:06:35,19:04:15,19:02:20,19:00:20,18:58:25,18:56:05,
E9651,,00:00:00,,,,,19:35:10,,,19:31:00,,,19:26:25,,19:22:40,,19:19:30,,,19:14:50,,,19:11:15,,19:08:10,,19:05:20,,19:02:45,19:00:15,
C9171,00:00:00,20:11:30,20:09:30,20:07:35,20:05:20,20:02:35,20:00:05,19:55:50,19:53:45,19:51:35,19:49:30,19:47:10,19:44:50,19:42:15,19:40:15,19:38:20,19:33:50,19:31:40,19:29:35,19:27:00,19:24:45,19:22:55,19:21:10,19:18:55,19:14:35,19:12:15,19:10:20,19:08:20,19:06:25,19:04:05,
E9653,,00:00:00,,,,,19:43:10,,,19:39:00,,,19:34:25,,19:30:40,,19:27:30,,,19:22:50,,,19:19:15,,19:16:10,,19:13:20,,19:10:45,19:08:15,
C9173,00:00:00,20:19:30,20:17:30,20:15:35,20:13:20,20:10:35,20:08:05,20:03:50,20:01:45,19:59:35,19:57:30,19:55:10,19:52:50,19:50:15,19:48:15,19:46:20,19:41:50,19:39:40,19:37:35,19:35:00,19:32:45,19:30:55,19:29:10,19:26:55,19:22:35,19:20:15,19:18:20,19:16:20,19:14:25,19:12:05,
E9655,,00:00:00,,,,,19:51:10,,,19:47:00,,,19:42:25,,19:38:40,,19:35:30,,,19:30:50,,,19:27:15,,19:24:10,,19:21:20,,19:18:45,19:16:15,
C9175,00:00:00,20:27:30,20:25:30,20:23:35,20:21:20,20:18:35,20:16:05,20:11:50,20:09:45,20:07:35,20:05:30,20:03:10,20:00:50,19:58:15,19:56:15,19:54:20,19:49:50,19:47:40,19:45:35,19:43:00,19:40:45,19:38:55,19:37:10,19:34:55,19:30:35,19:28:15,19:26:20,19:24:20,19:22:25,19:20:05,
E9657,,00:00:00,,,,,19:59:10,,,19:55:00,,,19:50:25,,19:46:40,,19:43:30,,,19:38:50,,,19:35:15,,19:32:10,,19:29:20,,19:26:45,19:24:15,
C9177,00:00:00,20:35:30,20:33:30,20:31:35,20:29:20,20:26:35,20:24:05,20:19:50,20:17:45,20:15:35,20:13:30,20:11:10,20:08:50,20:06:15,20:04:15,20:02:20,19:57:50,19:55:40,19:53:35,19:51:00,19:48:45,19:46:55,19:45:10,19:42:55,19:38:35,19:36:15,19:34:20,19:32:20,19:30:25,19:28:05,
E9659,,00:00:00,,,,,20:07:10,,,20:03:00,,,19:58:25,,19:54:40,,19:51:30,,,19:46:50,,,19:43:15,,19:40:10,,19:37:20,,19:34:45,19:32:15,
C9179,00:00:00,20:43:30,20:41:30,20:39:35,20:37:20,20:34:35,20:32:05,20:27:50,20:25:45,20:23:35,20:21:30,20:19:10,20:16:50,20:14:15,20:12:15,20:10:20,20:05:50,20:03:40,20:01:35,19:59:00,19:56:45,19:54:55,19:53:10,19:50:55,19:46:35,19:44:15,19:42:20,19:40:20,19:38:25,19:36:05,
E9661,,00:00:00,,,,,20:15:10,,,20:11:00,,,20:06:25,,20:02:40,,19:59:30,,,19:54:50,,,19:51:15,,19:48:10,,19:45:20,,19:42:45,19:40:15,
C9181,00:00:00,20:51:30,20:49:30,20:47:35,20:45:20,20:42:35,20:40:05,20:35:50,20:33:45,20:31:35,20:29:30,20:27:10,20:24:50,20:22:15,20:20:15,20:18:20,20:13:50,20:11:40,20:09:35,20:07:00,20:04:45,20:02:55,20:01:10,19:58:55,19:54:35,19:52:15,19:50:20,19:48:20,19:46:25,19:44:05,
E9663,,00:00:00,,,,,20:23:10,,,20:19:00,,,20:14:25,,20:10:40,,20:07:30,,,20:02:50,,,19:59:15,,19:56:10,,19:53:20,,19:50:45,19:48:15,
C9183,00:00:00,20:59:30,20:57:30,20:55:35,20:53:20,20:50:35,20:48:05,20:43:50,20:41:45,20:39:35,20:37:30,20:35:10,20:32:50,20:30:15,20:28:15,20:26:20,20:21:50,20:19:40,20:17:35,20:15:00,20:12:45,20:10:55,20:09:10,20:06:55,20:02:35,20:00:15,19:58:20,19:56:20,19:54:25,19:52:05,
E9665,,00:00:00,,,,,20:31:10,,,20:27:00,,,20:22:25,,20:18:40,,20:15:30,,,20:10:50,,,20:07:15,,20:04:10,,20:01:20,,19:58:45,19:56:15,
C9185,00:00:00,21:07:30,21:05:30,21:03:35,21:01:20,20:58:35,20:56:05,20:51:50,20:49:45,20:47:35,20:45:30,20:43:10,20:40:50,20:38:15,20:36:15,20:34:20,20:29:50,20:27:40,20:25:35,20:23:00,20:20:45,20:18:55,20:17:10,20:14:55,20:10:35,20:08:15,20:06:20,20:04:20,20:02:25,20:00:05,
E9667,,00:00:00,,,,,20:39:10,,,20:35:00,,,20:30:25,,20:26:40,,20:23:30,,,20:18:50,,,20:15:15,,20:12:10,,20:09:20,,20:06:45,20:04:15,
C9187,00:00:00,21:15:30,21:13:30,21:11:35,21:09:20,21:06:35,21:04:05,20:59:50,20:57:45,20:55:35,20:53:30,20:51:10,20:48:50,20:46:15,20:44:15,20:42:20,20:37:50,20:35:40,20:33:35,20:31:00,20:28:45,20:26:55,20:25:10,20:22:55,20:18:35,20:16:15,20:14:20,20:12:20,20:10:25,20:08:05,
E9669,,00:00:00,,,,,20:47:10,,,20:43:00,,,20:38:25,,20:34:40,,20:31:30,,,20:26:50,,,20:23:15,,20:20:10,,20:17:20,,20:14:45,20:12:15,
C9189,00:00:00,21:23:30,21:21:30,21:19:35,21:17:20,21:14:35,21:12:05,21:07:50,21:05:45,21:03:35,21:01:30,20:59:10,20:56:50,20:54:15,20:52:15,20:50:20,20:45:50,20:43:40,20:41:35,20:39:00,20:36:45,20:34:55,20:33:10,20:30:55,20:26:35,20:24:15,20:22:20,20:20:20,20:18:25,20:16:05,
E9671,,00:00:00,,,,,20:55:10,,,20:51:00,,,20:46:25,,20:42:40,,20:39:30,,,20:34:50,,,20:31:15,,20:28:10,,20:25:20,,20:22:45,20:20:15,
C9191,00:00:00,21:31:30,21:29:30,21:27:35,21:25:20,21:22:35,21:20:05,21:15:50,21:13:45,21:11:35,21:09:30,21:07:10,21:04:50,21:02:15,21:00:15,20:58:20,20:53:50,20:51:40,20:49:35,20:47:00,20:44:45,20:42:55,20:41:10,20:38:55,20:34:35,20:32:15,20:30:20,20:28:20,20:26:25,20:24:05,
E9673,,00:00:00,,,,,21:03:10,,,20:59:00,,,20:54:25,,20:50:40,,20:47:30,,,20:42:50,,,20:39:15,,20:36:10,,20:33:20,,20:30:45,20:28:15,
C9193,00:00:00,21:39:55,21:37:55,21:36:00,21:33:45,21:31:00,21:28:30,21:24:15,21:22:10,21:19:55,21:17:50,21:15:30,21:13:00,21:10:25,21:08:25,21:06:30,21:01:55,20:59:45,20:57:40,20:55:00,20:52:45,20:50:55,20:49:10,20:46:55,20:42:35,20:40:15,20:38:20,20:36:20,20:34:25,20:32:05,
E9675,,00:00:00,,,,,21:11:10,,,21:07:00,,,21:02:25,,20:58:40,,20:55:30,,,20:50:50,,,20:47:15,,20:44:10,,20:41:20,,20:38:45,20:36:15,
C9195,00:00:00,21:49:55,21:47:55,21:46:00,21:43:45,21:41:00,21:38:30,21:34:05,21:31:50,21:29:30,21:27:20,21:24:50,21:22:20,21:19:35,21:17:25,21:15:30,21:10:45,21:08:35,21:06:30,21:03:55,21:01:40,20:59:50,20:58:05,20:55:50,20:51:20,20:48:55,20:46:55,20:44:50,20:42:50,20:40:20,
E9677,,00:00:00,,,,,21:19:10,,,21:15:05,,,21:10:45,,21:07:05,,21:04:05,,,20:59:35,,,20:56:10,,20:53:05,,20:50:15,,20:47:40,20:45:15,
C9197,00:00:00,21:59:55,21:57:55,21:56:00,21:53:45,21:51:00,21:48:30,21:44:05,21:41:50,21:39:30,21:37:15,21:34:45,21:32:10,21:29:35,21:27:25,21:25:30,21:20:45,21:18:25,21:16:10,21:13:20,21:11:00,21:09:00,21:07:05,21:04:50,21:00:20,20:57:55,20:55:50,20:53:50,20:51:45,20:49:15,
E9679,,00:00:00,,,,,21:27:35,,,21:23:45,,,21:19:35,,21:16:05,,21:13:05,,,21:08:35,,,21:05:10,,21:02:05,,20:59:15,,20:56:40,20:54:15,
C9199,00:00:00,22:09:55,22:07:55,22:06:00,22:03:45,22:01:00,21:58:30,21:54:15,21:52:00,21:49:40,21:47:25,21:44:55,21:42:25,21:39:40,21:37:30,21:35:30,21:30:45,21:28:25,21:26:10,21:23:25,21:21:00,21:19:00,21:17:05,21:14:50,21:10:20,21:07:50,21:05:35,21:03:25,21:01:15,20:58:45,
E9681,,00:00:00,,,,,21:37:35,,,21:33:45,,,21:29:35,,21:26:05,,21:23:05,,,21:18:35,,,21:15:10,,21:12:05,,21:09:15,,21:06:40,21:04:15,
C9201,00:00:00,22:19:55,22:17:55,22:16:00,22:13:45,22:11:00,22:08:30,22:04:15,22:02:00,21:59:40,21:57:25,21:54:55,21:52:25,21:49:40,21:47:30,21:45:30,21:40:45,21:38:25,21:36:10,21:33:25,21:31:00,21:29:00,21:27:05,21:24:50,21:20:20,21:17:50,21:15:35,21:13:25,21:11:15,21:08:45,
E9683,,00:00:00,,,,,21:47:35,,,21:43:45,,,21:39:35,,21:36:05,,21:33:05,,,21:28:35,,,21:25:10,,21:22:05,,21:19:15,,21:16:40,21:14:15,
C9203,00:00:00,22:29:55,22:27:55,22:26:00,22:23:45,22:21:00,22:18:30,22:14:15,22:12:00,22:09:40,22:07:25,22:04:55,22:02:25,21:59:40,21:57:30,21:55:30,21:50:45,21:48:25,21:46:10,21:43:25,21:41:00,21:39:00,21:37:05,21:34:50,21:30:20,21:27:50,21:25:35,21:23:25,21:21:15,21:18:45,
E9685,,00:00:00,,,,,21:57:35,,,21:53:45,,,21:49:35,,21:46:05,,21:43:05,,,21:38:35,,,21:35:10,,21:32:05,,21:29:15,,21:26:40,21:24:15,
C9205,00:00:00,22:39:55,22:37:55,22:36:00,22:33:45,22:31:00,22:28:30,22:24:15,22:22:00,22:19:40,22:17:25,22:14:55,22:12:25,22:09:40,22:07:30,22:05:30,22:00:45,21:58:25,21:56:10,21:53:25,21:51:00,21:49:00,21:47:05,21:44:50,21:40:20,21:37:50,21:35:35,21:33:25,21:31:15,21:28:45,
E9687,,00:00:00,,,,,22:07:35,,,22:03:45,,,21:59:35,,21:56:05,,21:53:05,,,21:48:35,,,21:45:10,,21:42:05,,21:39:15,,21:36:40,21:34:15,
C9207,00:00:00,22:50:10,22:48:00,22:46:00,22:43:45,22:41:00,22:38:30,22:34:15,22:32:00,22:29:40,22:27:25,22:24:55,22:22:25,22:19:40,22:17:30,22:15:30,22:10:45,22:08:25,22:06:10,22:03:25,22:01:00,21:59:00,21:57:05,21:54:50,21:50:20,21:47:50,21:45:35,21:43:25,21:41:15,21:38:45,
